frame_idx,frame_time_in_ms,pitch,yaw,roll,face_alignment_method,face_detection_score,face_bbox_xmin,face_bbox_ymin,face_bbox_xmax,face_bbox_ymax,au_1,au_2,au_4,au_6,au_7,au_10,au_12,au_14,au_15,au_17,au_23,au_24,au_1_intensity,au_2_intensity,au_4_intensity,au_5_intensity,au_6_intensity,au_9_intensity,au_12_intensity,au_15_intensity,au_17_intensity,au_20_intensity,au_25_intensity,au_26_intensity
0,0.0,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,1,0,0,1,1,0,0,0,0,0,0.13225692510604858,0.09058241546154022,0.34404534101486206,0.07752078771591187,0.05542006343603134,0.13175107538700104,0.34707438945770264,0.04773619771003723,0.10222264379262924,0.08898905664682388,0.11153552681207657,0.10431524366140366
1,41.666666666666664,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,0,0,0,1,1,0,0,0,0,0,0.14000827074050903,0.09704595804214478,0.3272477090358734,0.07888832688331604,0.05835895985364914,0.13683156669139862,0.40550071001052856,0.04881257191300392,0.12280110269784927,0.09721562266349792,0.1187022402882576,0.09849555045366287
2,83.33333333333333,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,0,0,0,1,1,0,0,0,0,0,0.13741107285022736,0.09655877947807312,0.3150103688240051,0.07827568799257278,0.05786614120006561,0.13503825664520264,0.41188332438468933,0.04853757098317146,0.12371805310249329,0.09578407555818558,0.11792976409196854,0.0968373641371727
3,125.0,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,0,0,0,1,1,0,0,0,0,0,0.10521695762872696,0.0768556073307991,0.22331014275550842,0.06876733899116516,0.04995943605899811,0.10769277065992355,0.45974358916282654,0.03858499974012375,0.1063227728009224,0.08347614854574203,0.10025303810834885,0.08035150170326233
4,166.66666666666666,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,0,0,0,1,1,0,0,0,0,0,0.11255107074975967,0.08385811001062393,0.23972341418266296,0.07400108873844147,0.06644710898399353,0.10810493677854538,0.5165376663208008,0.04100172966718674,0.10786733776330948,0.08801352977752686,0.11865498125553131,0.09469981491565704
5,208.33333333333334,,,,insightface_bbox,0.8797554969787598,632.4232788085938,644.56396484375,1476.0224609375,1792.196044921875,0,0,0,0,0,1,1,0,0,0,0,0,0.0999538004398346,0.07658055424690247,0.18893691897392273,0.06095403805375099,0.04459403455257416,0.07792167365550995,0.3035688102245331,0.035502657294273376,0.10622017085552216,0.07509517669677734,0.08822447061538696,0.0869600921869278
6,250.0,,,,insightface_bbox,0.87321937084198,689.7576904296875,633.4658203125,1532.2281494140625,1802.9527587890625,0,0,0,0,0,1,1,0,0,0,0,0,0.12402260303497314,0.08674856275320053,0.23832562565803528,0.07544278353452682,0.06392225623130798,0.13068652153015137,0.5330347418785095,0.04407579079270363,0.11378997564315796,0.10179587453603745,0.14476366341114044,0.09688399732112885
7,291.6666666666667,,,,insightface_bbox,0.87321937084198,689.7576904296875,633.4658203125,1532.2281494140625,1802.9527587890625,0,0,0,0,0,1,1,0,0,0,0,0,0.12512871623039246,0.08716511726379395,0.2410525232553482,0.07619114220142365,0.06583830714225769,0.13255850970745087,0.5478202104568481,0.04448624327778816,0.11458216607570648,0.10238510370254517,0.1451498121023178,0.09676675498485565
8,333.3333333333333,,,,insightface_bbox,0.87321937084198,689.7576904296875,633.4658203125,1532.2281494140625,1802.9527587890625,0,0,0,0,1,1,1,1,0,0,0,0,0.12614594399929047,0.08380252867937088,0.3120870292186737,0.07200799137353897,0.095887690782547,0.16400359570980072,0.6094480156898499,0.043866194784641266,0.11011289060115814,0.09174472838640213,0.14492329955101013,0.09655022621154785
9,375.0,,,,insightface_bbox,0.87321937084198,689.7576904296875,633.4658203125,1532.2281494140625,1802.9527587890625,0,0,0,0,1,1,1,1,0,0,0,0,0.12784481048583984,0.09150166809558868,0.31283292174339294,0.07276640087366104,0.10571582615375519,0.15972644090652466,0.5537259578704834,0.04270881041884422,0.08339398354291916,0.07632359117269516,0.20066729187965393,0.11331483721733093
