frame_idx,frame_time_in_ms,pitch,yaw,roll,face_alignment_method,face_detection_score,face_bbox_xmin,face_bbox_ymin,face_bbox_xmax,face_bbox_ymax,au_1,au_2,au_4,au_6,au_7,au_10,au_12,au_14,au_15,au_17,au_23,au_24,au_1_intensity,au_2_intensity,au_4_intensity,au_5_intensity,au_6_intensity,au_9_intensity,au_12_intensity,au_15_intensity,au_17_intensity,au_20_intensity,au_25_intensity,au_26_intensity
0,0.0,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.06796622276306152,0.030569743365049362,0.14867983758449554,0.028906697407364845,0.008558194153010845,0.02906564623117447,0.008224979974329472,0.04825122281908989,0.07494616508483887,0.0775173231959343,0.15123124420642853,0.12389325350522995
1,0.03333333333333333,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.07273894548416138,0.036733705550432205,0.12306328862905502,0.03731713443994522,0.010094699449837208,0.03202217072248459,0.009947530925273895,0.05172715336084366,0.08061745017766953,0.07849890738725662,0.12758612632751465,0.14284850656986237
2,0.06666666666666667,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.06910419464111328,0.03731810301542282,0.08807292580604553,0.03558375686407089,0.009620863944292068,0.030381346121430397,0.008711210452020168,0.05154617130756378,0.07369817048311234,0.07393380999565125,0.14084137976169586,0.1872590184211731
3,0.1,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.06955239921808243,0.037406306713819504,0.08827625960111618,0.034403957426548004,0.01000671461224556,0.030549701303243637,0.009368466213345528,0.05047982558608055,0.0777251347899437,0.07499325275421143,0.1336556077003479,0.18203958868980408
4,0.13333333333333333,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.06380464881658554,0.03521807864308357,0.07887670397758484,0.03417080640792847,0.009715463034808636,0.028768464922904968,0.008885378018021584,0.051574934273958206,0.07729537785053253,0.07497412711381912,0.12455816566944122,0.18041205406188965
5,0.16666666666666666,,,,insightface_bbox,0.7361389398574829,1120.780029296875,824.6500854492188,2062.433349609375,2463.593017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.06721813231706619,0.03617085888981819,0.08094571530818939,0.03402012586593628,0.010302788577973843,0.030199125409126282,0.009403201751410961,0.05124107375741005,0.07976435124874115,0.07588325440883636,0.12136754393577576,0.17588895559310913
6,0.2,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.059218764305114746,0.03196214884519577,0.07358499616384506,0.029959985986351967,0.009585588239133358,0.027915403246879578,0.008268522098660469,0.04825664684176445,0.07028945535421371,0.07075544446706772,0.12816022336483002,0.19042471051216125
7,0.23333333333333334,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.05740542709827423,0.030471747741103172,0.07568580657243729,0.030460398644208908,0.009790110401809216,0.027785174548625946,0.008335204795002937,0.047660525888204575,0.07208581268787384,0.06782889366149902,0.12115813046693802,0.16526463627815247
8,0.26666666666666666,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.06097390875220299,0.033816609531641006,0.07905726134777069,0.036143433302640915,0.011116400361061096,0.03147033601999283,0.010141070000827312,0.05095457658171654,0.07630421221256256,0.07250937819480896,0.14380145072937012,0.19404667615890503
9,0.3,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.0625934898853302,0.03467458486557007,0.07711418718099594,0.03569697216153145,0.010784363374114037,0.03052503988146782,0.009586414322257042,0.04908733442425728,0.07531972229480743,0.07148829102516174,0.13545767962932587,0.19831639528274536
10,0.3333333333333333,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.06107151880860329,0.03385099768638611,0.07612644135951996,0.03454126790165901,0.010147524997591972,0.028974710032343864,0.008914879523217678,0.04777858033776283,0.07031767070293427,0.06624093651771545,0.14782662689685822,0.2262057214975357
11,0.36666666666666664,,,,insightface_bbox,0.6905266642570496,1126.881591796875,789.853515625,2064.0,2457.592041015625,0,0,0,0,0,0,0,0,0,0,0,0,0.06393028795719147,0.03559519350528717,0.07244262099266052,0.03846212476491928,0.010444635525345802,0.029979774728417397,0.009770714677870274,0.05119270831346512,0.07343859225511551,0.07276855409145355,0.16117089986801147,0.24617724120616913
12,0.4,,,,insightface_bbox,0.7467964291572571,1104.6900634765625,792.4862670898438,2050.802490234375,2483.457763671875,0,0,0,0,0,0,0,0,0,0,0,0,0.06577934324741364,0.038100212812423706,0.06261556595563889,0.043409835547208786,0.00953040923923254,0.02874579280614853,0.009221399202942848,0.051594868302345276,0.07478269189596176,0.07956017553806305,0.12689562141895294,0.19838973879814148
13,0.43333333333333335,,,,insightface_bbox,0.7467964291572571,1104.6900634765625,792.4862670898438,2050.802490234375,2483.457763671875,0,0,0,0,0,0,0,0,0,0,0,0,0.06543107330799103,0.0384652353823185,0.06303532421588898,0.041352398693561554,0.009526755660772324,0.02805306762456894,0.009099841117858887,0.04826508089900017,0.0708463042974472,0.07622209191322327,0.12472658604383469,0.2005484402179718
